Month: 1 | Well_ID: 1 | Groundwater_Level: 10.993428306022466 | Precipitation: 52.50449005295815 | Temperature: 21.391312233313734 | Evapotranspiration: 21.76064513028 | Pumping_Rate: 115.2106081640607 | Land_Use: Urban
Month: 26 | Well_ID: 10 | Groundwater_Level: 9.26493996068271 | Precipitation: 33.135068093676175 | Temperature: 23.70572799815084 | Evapotranspiration: 37.93818467143816 | Pumping_Rate: 55.07659994182754 | Land_Use: Agricultural
Month: 27 | Well_ID: 10 | Groundwater_Level: 5.838223293507602 | Precipitation: 93.41885434995628 | Temperature: 26.762524841784398 | Evapotranspiration: 27.026239207568935 | Pumping_Rate: 140.8968692539675 | Land_Use: Agricultural
Month: 28 | Well_ID: 10 | Groundwater_Level: 7.732274997446766 | Precipitation: 46.482283751353265 | Temperature: 22.148243167931597 | Evapotranspiration: 27.53616597485452 | Pumping_Rate: 90.89121781305997 | Land_Use: Agricultural
Month: 29 | Well_ID: 10 | Groundwater_Level: 5.842584913482279 | Precipitation: 52.464096135689715 | Temperature: 15.896983497257414 | Evapotranspiration: 39.86376505905937 | Pumping_Rate: 85.33341642868926 | Land_Use: Urban
Month: 30 | Well_ID: 10 | Groundwater_Level: 8.719748969933539 | Precipitation: 61.02970752080935 | Temperature: 26.35028679195711 | Evapotranspiration: 22.88026772741077 | Pumping_Rate: 147.66820985332248 | Land_Use: Agricultural
Month: 31 | Well_ID: 10 | Groundwater_Level: 9.30222606011072 | Precipitation: 50.87204892744907 | Temperature: 15.438725122901115 | Evapotranspiration: 14.571967817571004 | Pumping_Rate: 62.732603993523114 | Land_Use: Natural
Month: 32 | Well_ID: 10 | Groundwater_Level: 12.465975801627728 | Precipitation: 83.90102080861506 | Temperature: 24.656829769572656 | Evapotranspiration: 28.393688804745057 | Pumping_Rate: 66.23238657904093 | Land_Use: Urban
Month: 33 | Well_ID: 10 | Groundwater_Level: 9.620823256132175 | Precipitation: 37.54701276531096 | Temperature: 18.15842480583595 | Evapotranspiration: 25.15826048751263 | Pumping_Rate: 67.11339025394305 | Land_Use: Natural
Month: 34 | Well_ID: 10 | Groundwater_Level: 8.389804461753164 | Precipitation: 53.89214910474485 | Temperature: 34.93637999615404 | Evapotranspiration: 20.33753680246746 | Pumping_Rate: 97.96385854901554 | Land_Use: Agricultural
Month: 35 | Well_ID: 10 | Groundwater_Level: 10.355987834172014 | Precipitation: 35.15058828603904 | Temperature: 29.556813610873608 | Evapotranspiration: 28.246215441013092 | Pumping_Rate: 112.94894888912792 | Land_Use: Agricultural
Month: 36 | Well_ID: 10 | Groundwater_Level: 4.153119355904066 | Precipitation: 23.599549775585885 | Temperature: 25.528768956357403 | Evapotranspiration: 34.91505647246784 | Pumping_Rate: 122.19026404353501 | Land_Use: Natural
Month: 37 | Well_ID: 10 | Groundwater_Level: 8.934719793569798 | Precipitation: 37.76461818189429 | Temperature: 31.318533388273345 | Evapotranspiration: 29.907114384321844 | Pumping_Rate: 177.15985952484905 | Land_Use: Natural
Month: 38 | Well_ID: 10 | Groundwater_Level: 9.90398579873176 | Precipitation: 49.25926405903176 | Temperature: 20.768420112671322 | Evapotranspiration: 33.06981072686238 | Pumping_Rate: 32.51702637397709 | Land_Use: Natural
Month: 39 | Well_ID: 10 | Groundwater_Level: 5.3152142991112745 | Precipitation: 41.4139555096548 | Temperature: 27.717396893350465 | Evapotranspiration: 48.13407698515423 | Pumping_Rate: 118.2620676737325 | Land_Use: Urban
Month: 40 | Well_ID: 10 | Groundwater_Level: 10.482016629468545 | Precipitation: 36.15158040252288 | Temperature: 25.99905216859357 | Evapotranspiration: 26.57121138442436 | Pumping_Rate: 83.28608282283307 | Land_Use: Agricultural
Month: 41 | Well_ID: 10 | Groundwater_Level: 8.80615399135908 | Precipitation: 21.873650726563323 | Temperature: 26.32010040666835 | Evapotranspiration: 32.78348634644669 | Pumping_Rate: 82.4075455333368 | Land_Use: Natural
Month: 42 | Well_ID: 10 | Groundwater_Level: 7.246222401417958 | Precipitation: 48.337888547426104 | Temperature: 31.36176750053384 | Evapotranspiration: 24.907866374008655 | Pumping_Rate: 81.40683615238368 | Land_Use: Agricultural
Month: 43 | Well_ID: 10 | Groundwater_Level: 9.303346855006376 | Precipitation: 19.905592519379955 | Temperature: 28.66246051389901 | Evapotranspiration: 21.536402801130272 | Pumping_Rate: 72.7369098757608 | Land_Use: Natural
Month: 44 | Well_ID: 10 | Groundwater_Level: 12.55377235418418 | Precipitation: 65.20111927379205 | Temperature: 26.443618314125118 | Evapotranspiration: 24.150923465822302 | Pumping_Rate: 150.53574503810356 | Land_Use: Agricultural
Month: 45 | Well_ID: 10 | Groundwater_Level: 8.364517549115883 | Precipitation: 51.64879505869006 | Temperature: 16.72556281885852 | Evapotranspiration: 25.21241428478311 | Pumping_Rate: 125.26891981041707 | Land_Use: Urban
Month: 46 | Well_ID: 10 | Groundwater_Level: 8.499500016715281 | Precipitation: 20.84897001070139 | Temperature: 20.199768523602682 | Evapotranspiration: 33.59475797547125 | Pumping_Rate: 100.69587935672125 | Land_Use: Agricultural
Month: 47 | Well_ID: 10 | Groundwater_Level: 7.100470473664545 | Precipitation: 43.81581845900273 | Temperature: 24.38645533202138 | Evapotranspiration: 53.490757867007574 | Pumping_Rate: 140.53047257461 | Land_Use: Natural
Month: 48 | Well_ID: 10 | Groundwater_Level: 6.349384613083382 | Precipitation: 34.95687188818834 | Temperature: 25.466861871383255 | Evapotranspiration: 22.8395656372416 | Pumping_Rate: 54.624131041033735 | Land_Use: Agricultural
Month: 49 | Well_ID: 10 | Groundwater_Level: 9.753166327569547 | Precipitation: 56.383490208383606 | Temperature: 19.34898137663038 | Evapotranspiration: 25.833746943845377 | Pumping_Rate: 60.078846060072216 | Land_Use: Urban
Month: 50 | Well_ID: 10 | Groundwater_Level: 6.436987285691343 | Precipitation: 76.80900892046289 | Temperature: 37.058383377892106 | Evapotranspiration: 29.36876986888752 | Pumping_Rate: 34.66096803415937 | Land_Use: Urban
Month: 51 | Well_ID: 10 | Groundwater_Level: 8.361793309277997 | Precipitation: 12.496550607085108 | Temperature: 32.58197027626787 | Evapotranspiration: 33.95798848709747 | Pumping_Rate: 79.01756379630137 | Land_Use: Agricultural
Month: 52 | Well_ID: 10 | Groundwater_Level: 7.345215092362633 | Precipitation: 52.30052158294834 | Temperature: 28.010591601962417 | Evapotranspiration: 32.63550811954785 | Pumping_Rate: 104.85095580114259 | Land_Use: Natural
Month: 53 | Well_ID: 10 | Groundwater_Level: 9.352153835329212 | Precipitation: 46.797344088667195 | Temperature: 25.360184306418724 | Evapotranspiration: 42.84095793948117 | Pumping_Rate: 103.08575733797002 | Land_Use: Urban
Month: 54 | Well_ID: 10 | Groundwater_Level: 9.166327569753019 | Precipitation: 63.42680152900931 | Temperature: 23.938955150494238 | Evapotranspiration: 5.736079294647913 | Pumping_Rate: 104.48025733179641 | Land_Use: Urban
Month: 55 | Well_ID: 10 | Groundwater_Level: 10.689309980048407 | Precipitation: 54.26393256475378 | Temperature: 20.240407699888824 | Evapotranspiration: 6.130701298043273 | Pumping_Rate: 57.66829506801754 | Land_Use: Agricultural
Month: 56 | Well_ID: 10 | Groundwater_Level: 7.719041860509259 | Precipitation: 34.960613365223615 | Temperature: 25.387402592594313 | Evapotranspiration: 25.04121827989851 | Pumping_Rate: 124.09464227842066 | Land_Use: Urban
Month: 57 | Well_ID: 10 | Groundwater_Level: 8.332920714099444 | Precipitation: 43.618921286667636 | Temperature: 26.288762700713754 | Evapotranspiration: 40.973001875437085 | Pumping_Rate: 107.18882554716994 | Land_Use: Urban
Month: 58 | Well_ID: 10 | Groundwater_Level: 7.0565632266487635 | Precipitation: 34.07948286393022 | Temperature: 18.79119712259188 | Evapotranspiration: 14.343519683944038 | Pumping_Rate: 121.99162844397995 | Land_Use: Natural
Month: 59 | Well_ID: 10 | Groundwater_Level: 8.273766843008167 | Precipitation: 71.52014277197196 | Temperature: 26.670882086224488 | Evapotranspiration: -0.07632339693757206 | Pumping_Rate: 43.21713467229844 | Land_Use: Natural
Month: 60 | Well_ID: 10 | Groundwater_Level: 10.071030679195879 | Precipitation: 50.42623297343884 | Temperature: 24.223704755876255 | Evapotranspiration: 35.711794062192084 | Pumping_Rate: 109.3447257639337 | Land_Use: Natural
Month: 1 | Well_ID: 11 | Groundwater_Level: 10.989227525882846 | Precipitation: 88.02381371506014 | Temperature: 15.460962210613046 | Evapotranspiration: 32.43657223702714 | Pumping_Rate: 64.36704280247419 | Land_Use: Agricultural
Month: 2 | Well_ID: 11 | Groundwater_Level: 7.793382230549908 | Precipitation: 48.786783723707586 | Temperature: 20.69807494610249 | Evapotranspiration: 19.0979159320057 | Pumping_Rate: 88.08030242345914 | Land_Use: Urban
Month: 3 | Well_ID: 11 | Groundwater_Level: 11.541901732601161 | Precipitation: 35.831864661790746 | Temperature: 22.931972332891778 | Evapotranspiration: 20.1446039927907 | Pumping_Rate: 116.0309469590915 | Land_Use: Agricultural
Month: 4 | Well_ID: 11 | Groundwater_Level: 12.680312039803525 | Precipitation: 19.725712147743458 | Temperature: 34.43843828670095 | Evapotranspiration: 20.302562803653256 | Pumping_Rate: 102.73280818767739 | Land_Use: Urban
Month: 5 | Well_ID: 11 | Groundwater_Level: 10.962467459577853 | Precipitation: 13.937206474881098 | Temperature: 27.78276562266879 | Evapotranspiration: 31.105353174739403 | Pumping_Rate: 74.45380060662043 | Land_Use: Urban
Month: 6 | Well_ID: 11 | Groundwater_Level: 14.054809503624865 | Precipitation: 18.317281139890206 | Temperature: 18.322592154500544 | Evapotranspiration: 23.73684723816993 | Pumping_Rate: 100.18819468553255 | Land_Use: Urban
Month: 7 | Well_ID: 11 | Groundwater_Level: 8.917169125103822 | Precipitation: 55.342533020229666 | Temperature: 27.430181447088184 | Evapotranspiration: 34.940639189755196 | Pumping_Rate: 54.05394054269071 | Land_Use: Natural
Month: 8 | Well_ID: 11 | Groundwater_Level: 8.13574221541782 | Precipitation: 60.17450046459868 | Temperature: 17.26348005530817 | Evapotranspiration: 1.4537333709560896 | Pumping_Rate: 134.50802187694887 | Land_Use: Agricultural
Month: 9 | Well_ID: 11 | Groundwater_Level: 7.223577098058481 | Precipitation: 18.376185959357333 | Temperature: 30.413455269435367 | Evapotranspiration: 21.431481348722006 | Pumping_Rate: 93.84147941511246 | Land_Use: Agricultural
Month: 10 | Well_ID: 11 | Groundwater_Level: 13.923651597375253 | Precipitation: 67.90076628152231 | Temperature: 22.64437674091061 | Evapotranspiration: 18.739460390889494 | Pumping_Rate: 133.5564983276598 | Land_Use: Urban
Month: 11 | Well_ID: 11 | Groundwater_Level: 12.384374221188814 | Precipitation: 40.33877896633121 | Temperature: 24.531819056304144 | Evapotranspiration: 27.436593216275078 | Pumping_Rate: 84.20404938711872 | Land_Use: Agricultural
Month: 12 | Well_ID: 11 | Groundwater_Level: 11.101088080090673 | Precipitation: 52.93586023971099 | Temperature: 31.62898323771095 | Evapotranspiration: 24.619522415098615 | Pumping_Rate: 84.29272034780251 | Land_Use: Natural
Month: 13 | Well_ID: 11 | Groundwater_Level: 11.90039560432639 | Precipitation: 82.24441256510849 | Temperature: 18.56418215707875 | Evapotranspiration: 37.978437798957664 | Pumping_Rate: 77.0743964008646 | Land_Use: Agricultural
Month: 14 | Well_ID: 11 | Groundwater_Level: 9.208377834066425 | Precipitation: 67.93678631731063 | Temperature: 18.014409074435044 | Evapotranspiration: 11.406632283399425 | Pumping_Rate: 126.28521795079226 | Land_Use: Urban
Month: 15 | Well_ID: 11 | Groundwater_Level: 16.45962891216872 | Precipitation: 44.629387041883355 | Temperature: 22.082003368269977 | Evapotranspiration: 30.45491476330752 | Pumping_Rate: 78.71706528014572 | Land_Use: Natural
Month: 16 | Well_ID: 11 | Groundwater_Level: 11.924452885023703 | Precipitation: 32.17615549169425 | Temperature: 30.19189425509658 | Evapotranspiration: 35.583364232117056 | Pumping_Rate: 119.3378629724553 | Land_Use: Natural
Month: 17 | Well_ID: 11 | Groundwater_Level: 11.97112285468674 | Precipitation: 6.963691973413901 | Temperature: 17.403269622615788 | Evapotranspiration: 48.56647436561955 | Pumping_Rate: 88.5264280699213 | Land_Use: Urban
Month: 18 | Well_ID: 11 | Groundwater_Level: 13.278027317272219 | Precipitation: 35.616933615151595 | Temperature: 10.839222009447152 | Evapotranspiration: 25.182340289065248 | Pumping_Rate: 40.72110100325141 | Land_Use: Agricultural
Month: 19 | Well_ID: 11 | Groundwater_Level: 12.849996688923666 | Precipitation: 45.77739522344611 | Temperature: 22.744205707955008 | Evapotranspiration: 33.24458604352517 | Pumping_Rate: 82.89057796640601 | Land_Use: Urban
Month: 20 | Well_ID: 11 | Groundwater_Level: 12.384127055689882 | Precipitation: 30.256409456976325 | Temperature: 27.7587039995546 | Evapotranspiration: 11.961372074376351 | Pumping_Rate: 64.62675356911454 | Land_Use: Agricultural
Month: 21 | Well_ID: 11 | Groundwater_Level: 10.390351720364292 | Precipitation: 47.37486065815391 | Temperature: 31.001308748694147 | Evapotranspiration: 6.080437956869762 | Pumping_Rate: 101.01708171047012 | Land_Use: Agricultural
Month: 22 | Well_ID: 11 | Groundwater_Level: 12.935497302314657 | Precipitation: 51.53703765917536 | Temperature: 22.684193189573005 | Evapotranspiration: 38.447743757817 | Pumping_Rate: 64.2877679297653 | Land_Use: Natural
Month: 23 | Well_ID: 11 | Groundwater_Level: 15.764040317275345 | Precipitation: 45.50288036383843 | Temperature: 22.942866964419988 | Evapotranspiration: 29.944397063519293 | Pumping_Rate: 127.7792530214385 | Land_Use: Urban
Month: 24 | Well_ID: 11 | Groundwater_Level: 14.684381359932969 | Precipitation: 36.99994838353081 | Temperature: 30.769503671278738 | Evapotranspiration: 41.78512689798423 | Pumping_Rate: 97.26772418940918 | Land_Use: Natural
Month: 25 | Well_ID: 11 | Groundwater_Level: 15.159628437359766 | Precipitation: 53.37309343933455 | Temperature: 15.651291501522897 | Evapotranspiration: 16.26597111030251 | Pumping_Rate: 94.67212015723783 | Land_Use: Urban
Month: 26 | Well_ID: 11 | Groundwater_Level: 10.91684251491058 | Precipitation: 58.83881299138818 | Temperature: 23.057396124084953 | Evapotranspiration: 35.199021395287524 | Pumping_Rate: 119.67676413362747 | Land_Use: Urban
Month: 27 | Well_ID: 11 | Groundwater_Level: 9.912623523013368 | Precipitation: 28.192018451143078 | Temperature: 25.95211944962529 | Evapotranspiration: 48.688178405438535 | Pumping_Rate: 128.91720802227587 | Land_Use: Natural
Month: 28 | Well_ID: 11 | Groundwater_Level: 11.579688489879995 | Precipitation: 78.2186475949254 | Temperature: 27.24609360642517 | Evapotranspiration: 34.19705608357266 | Pumping_Rate: 99.39703744691045 | Land_Use: Urban
Month: 29 | Well_ID: 11 | Groundwater_Level: 11.86943157942023 | Precipitation: 48.02823735431477 | Temperature: 22.450966534045588 | Evapotranspiration: 32.76581505591049 | Pumping_Rate: 76.86399101352129 | Land_Use: Urban
Month: 30 | Well_ID: 11 | Groundwater_Level: 13.860883073216634 | Precipitation: 50.37699245889695 | Temperature: 25.172205058529208 | Evapotranspiration: 30.0855608082435 | Pumping_Rate: 46.78091151663612 | Land_Use: Agricultural
Month: 31 | Well_ID: 11 | Groundwater_Level: 8.190481194538597 | Precipitation: 64.16428846513115 | Temperature: 12.558363232935053 | Evapotranspiration: 14.291185428740878 | Pumping_Rate: 79.4185072889446 | Land_Use: Urban
Month: 32 | Well_ID: 11 | Groundwater_Level: 14.526487489964087 | Precipitation: 54.66432262527004 | Temperature: 21.70875793833076 | Evapotranspiration: 43.55572935710348 | Pumping_Rate: 81.48363260056115 | Land_Use: Urban
Month: 33 | Well_ID: 11 | Groundwater_Level: 11.033163160227685 | Precipitation: 69.06273267826491 | Temperature: 27.267543562772335 | Evapotranspiration: 23.89142360194934 | Pumping_Rate: 103.21172358976891 | Land_Use: Natural
Month: 34 | Well_ID: 11 | Groundwater_Level: 10.367845046311128 | Precipitation: 55.74248330403648 | Temperature: 20.088529828726603 | Evapotranspiration: 35.04483256383017 | Pumping_Rate: 89.64559356585919 | Land_Use: Natural
Month: 35 | Well_ID: 11 | Groundwater_Level: 9.06134818949741 | Precipitation: 37.75125250719124 | Temperature: 25.294921107947985 | Evapotranspiration: 14.369656934287464 | Pumping_Rate: 120.63798916154285 | Land_Use: Urban
Month: 36 | Well_ID: 11 | Groundwater_Level: 7.632259121836896 | Precipitation: 57.23007050412203 | Temperature: 27.23436250401349 | Evapotranspiration: 18.205403354922197 | Pumping_Rate: 81.61050186187931 | Land_Use: Agricultural
Month: 37 | Well_ID: 11 | Groundwater_Level: 12.438191468287497 | Precipitation: 27.125475853586764 | Temperature: 23.287253995711175 | Evapotranspiration: 44.350873992222354 | Pumping_Rate: 98.28876499441175 | Land_Use: Agricultural
Month: 38 | Well_ID: 11 | Groundwater_Level: 10.782868290648732 | Precipitation: 52.17119411553046 | Temperature: 25.852318854982855 | Evapotranspiration: 26.52697711042157 | Pumping_Rate: 135.51962329590668 | Land_Use: Natural
Month: 39 | Well_ID: 11 | Groundwater_Level: 7.896276888729549 | Precipitation: 49.335400187110785 | Temperature: 20.186337173576938 | Evapotranspiration: 44.53275476042545 | Pumping_Rate: 110.254756418649 | Land_Use: Urban
Month: 40 | Well_ID: 11 | Groundwater_Level: 7.722702453982126 | Precipitation: 45.83766285454921 | Temperature: 23.966943601519766 | Evapotranspiration: 29.21769340941482 | Pumping_Rate: 98.19887374934306 | Land_Use: Urban
Month: 41 | Well_ID: 11 | Groundwater_Level: 9.475780527574198 | Precipitation: 47.429249771221386 | Temperature: 28.051080847946114 | Evapotranspiration: 11.581022270421427 | Pumping_Rate: 81.94166674194469 | Land_Use: Agricultural
Month: 42 | Well_ID: 11 | Groundwater_Level: 13.318860233431527 | Precipitation: 12.363019090047217 | Temperature: 25.784864804842172 | Evapotranspiration: 38.920675997317204 | Pumping_Rate: 81.00305809855068 | Land_Use: Agricultural
Month: 43 | Well_ID: 11 | Groundwater_Level: 9.295234873758172 | Precipitation: 39.02550184518077 | Temperature: 22.067343652180323 | Evapotranspiration: 24.101076822443922 | Pumping_Rate: 74.48160241144157 | Land_Use: Agricultural
Month: 44 | Well_ID: 11 | Groundwater_Level: 6.643020085070258 | Precipitation: 51.85689802282229 | Temperature: 26.121082021453965 | Evapotranspiration: 36.98688813517043 | Pumping_Rate: 83.76979402651303 | Land_Use: Natural
Month: 45 | Well_ID: 11 | Groundwater_Level: 8.99514224398169 | Precipitation: 53.19712783994801 | Temperature: 28.57304895318309 | Evapotranspiration: 30.25210867540082 | Pumping_Rate: 122.66997516232944 | Land_Use: Urban
Month: 46 | Well_ID: 11 | Groundwater_Level: 8.782066631606344 | Precipitation: 29.446497181480837 | Temperature: 14.75029360711261 | Evapotranspiration: 14.5688177205713 | Pumping_Rate: 93.34335186123194 | Land_Use: Natural
Month: 47 | Well_ID: 11 | Groundwater_Level: 3.7792932254770784 | Precipitation: 75.314156817294 | Temperature: 30.795370324779487 | Evapotranspiration: 31.64294765370569 | Pumping_Rate: 59.50680791856307 | Land_Use: Urban
Month: 48 | Well_ID: 11 | Groundwater_Level: 8.915768789763208 | Precipitation: 32.676503035709985 | Temperature: 23.31872630659464 | Evapotranspiration: 51.96223142152799 | Pumping_Rate: 153.04507879179351 | Land_Use: Natural
Month: 49 | Well_ID: 11 | Groundwater_Level: 8.420552841879411 | Precipitation: 69.38914401053474 | Temperature: 27.12744966620115 | Evapotranspiration: 34.92986458514459 | Pumping_Rate: 109.59895573435489 | Land_Use: Urban
Month: 50 | Well_ID: 11 | Groundwater_Level: 10.140654480177167 | Precipitation: 58.543887237433694 | Temperature: 30.98623461822614 | Evapotranspiration: 29.42482246994537 | Pumping_Rate: 57.79169798460492 | Land_Use: Agricultural
Month: 51 | Well_ID: 11 | Groundwater_Level: 12.320661524944445 | Precipitation: 37.07545380312394 | Temperature: 18.14163151384767 | Evapotranspiration: 40.75343401956898 | Pumping_Rate: 86.74453218277529 | Land_Use: Agricultural
Month: 52 | Well_ID: 11 | Groundwater_Level: 10.759945685801 | Precipitation: 85.50621785219023 | Temperature: 21.452794987862266 | Evapotranspiration: 32.106684652031106 | Pumping_Rate: 103.32659148485254 | Land_Use: Agricultural
Month: 53 | Well_ID: 11 | Groundwater_Level: 7.863467873789004 | Precipitation: 26.127263364870398 | Temperature: 23.557256520621475 | Evapotranspiration: 32.09534230262794 | Pumping_Rate: 151.1377627989213 | Land_Use: Natural
Month: 54 | Well_ID: 11 | Groundwater_Level: 6.093719105566501 | Precipitation: 68.38308347220003 | Temperature: 21.08123239437786 | Evapotranspiration: 19.083748278408976 | Pumping_Rate: 66.75662625223393 | Land_Use: Agricultural
Month: 55 | Well_ID: 11 | Groundwater_Level: 13.370767929824394 | Precipitation: 70.01164636085957 | Temperature: 33.67468287918404 | Evapotranspiration: 32.33848025789598 | Pumping_Rate: 129.2812215806784 | Land_Use: Urban
Month: 56 | Well_ID: 11 | Groundwater_Level: 8.272088453883606 | Precipitation: 36.5875958184671 | Temperature: 20.716139530866037 | Evapotranspiration: 40.35443416416945 | Pumping_Rate: 141.9845928091703 | Land_Use: Natural
Month: 57 | Well_ID: 11 | Groundwater_Level: 8.123927877854824 | Precipitation: 77.84930600128658 | Temperature: 22.222266102565666 | Evapotranspiration: 21.639378478999753 | Pumping_Rate: 81.1403708477629 | Land_Use: Urban
Month: 58 | Well_ID: 11 | Groundwater_Level: 8.003450919297366 | Precipitation: 44.99906970802095 | Temperature: 26.021945158014884 | Evapotranspiration: 44.244958212469484 | Pumping_Rate: 91.67459143419299 | Land_Use: Natural
Month: 59 | Well_ID: 11 | Groundwater_Level: 8.41702444009465 | Precipitation: 55.77387258559714 | Temperature: 18.989252369619557 | Evapotranspiration: 29.08293975854874 | Pumping_Rate: 68.91072257878689 | Land_Use: Urban
Month: 60 | Well_ID: 11 | Groundwater_Level: 7.7150240309189 | Precipitation: 55.206436775424415 | Temperature: 23.02159644121868 | Evapotranspiration: 21.122304884614593 | Pumping_Rate: 93.89616576759086 | Land_Use: Urban
Month: 1 | Well_ID: 12 | Groundwater_Level: 6.853165639522287 | Precipitation: 47.31382517058904 | Temperature: 26.587266306250875 | Evapotranspiration: 39.976320769202445 | Pumping_Rate: 98.90230076971207 | Land_Use: Natural
Month: 2 | Well_ID: 12 | Groundwater_Level: 6.917394024113045 | Precipitation: 66.21616546319564 | Temperature: 23.335697978087445 | Evapotranspiration: 27.13205764261731 | Pumping_Rate: 119.78949994247111 | Land_Use: Natural
Month: 3 | Well_ID: 12 | Groundwater_Level: 7.970031351298575 | Precipitation: 65.86977441104426 | Temperature: 24.53306570550026 | Evapotranspiration: 37.59514887486108 | Pumping_Rate: 132.7055041306134 | Land_Use: Agricultural
Month: 4 | Well_ID: 12 | Groundwater_Level: 6.986748539668514 | Precipitation: 15.029360535236385 | Temperature: 22.353339437758144 | Evapotranspiration: 27.08241367741463 | Pumping_Rate: 77.5571180613506 | Land_Use: Agricultural
Month: 5 | Well_ID: 12 | Groundwater_Level: 6.699336757899453 | Precipitation: 76.08680485756305 | Temperature: 17.427648454096165 | Evapotranspiration: 29.401738564700963 | Pumping_Rate: 40.98024807322017 | Land_Use: Urban
Month: 6 | Well_ID: 12 | Groundwater_Level: 8.402332123252748 | Precipitation: 16.750160239286515 | Temperature: 26.607966056696192 | Evapotranspiration: 34.93560204334292 | Pumping_Rate: 99.36265662171273 | Land_Use: Urban
Month: 7 | Well_ID: 12 | Groundwater_Level: 7.756526416636772 | Precipitation: 70.65092408683314 | Temperature: 33.774665358236206 | Evapotranspiration: 32.90897057590006 | Pumping_Rate: 108.80612589905921 | Land_Use: Urban
Month: 8 | Well_ID: 12 | Groundwater_Level: 11.363507374661454 | Precipitation: 72.53410273655166 | Temperature: 25.09200815391719 | Evapotranspiration: 10.044682195482615 | Pumping_Rate: 107.48253063055125 | Land_Use: Natural
Month: 9 | Well_ID: 12 | Groundwater_Level: 3.154035709761751 | Precipitation: 28.180671395696034 | Temperature: 26.126320586237746 | Evapotranspiration: 18.78756259905608 | Pumping_Rate: 90.19980257472868 | Land_Use: Natural
Month: 10 | Well_ID: 12 | Groundwater_Level: 10.750159149357362 | Precipitation: 41.7837142409083 | Temperature: 28.4636137755843 | Evapotranspiration: 39.29409984790816 | Pumping_Rate: 103.74256298991803 | Land_Use: Agricultural
Month: 11 | Well_ID: 12 | Groundwater_Level: 11.180430571334652 | Precipitation: 27.885906630281283 | Temperature: 18.653347517266504 | Evapotranspiration: 28.67863411098453 | Pumping_Rate: 145.46334425056742 | Land_Use: Urban
Month: 12 | Well_ID: 12 | Groundwater_Level: 4.6716984962435815 | Precipitation: 45.70157939422529 | Temperature: 33.51257329064803 | Evapotranspiration: 24.76268697228578 | Pumping_Rate: 111.45202506887527 | Land_Use: Agricultural
Month: 13 | Well_ID: 12 | Groundwater_Level: 8.271522807665479 | Precipitation: 43.839314316285176 | Temperature: 26.01164398211401 | Evapotranspiration: 16.414259847425257 | Pumping_Rate: 88.79894724990747 | Land_Use: Natural
Month: 14 | Well_ID: 12 | Groundwater_Level: 8.359674871496004 | Precipitation: 65.59321064538679 | Temperature: 33.15928449544555 | Evapotranspiration: 19.202636787241516 | Pumping_Rate: 84.99406548712014 | Land_Use: Natural
Month: 15 | Well_ID: 12 | Groundwater_Level: 6.439420461733485 | Precipitation: 76.20617492239218 | Temperature: 21.33483502238005 | Evapotranspiration: 9.782013600380527 | Pumping_Rate: 94.90442926966809 | Land_Use: Natural
Month: 16 | Well_ID: 12 | Groundwater_Level: 7.855872201395238 | Precipitation: 77.91367621579913 | Temperature: 34.09030961278912 | Evapotranspiration: 28.98719281298467 | Pumping_Rate: 149.1021988549192 | Land_Use: Agricultural
Month: 17 | Well_ID: 12 | Groundwater_Level: 7.35150001340281 | Precipitation: 38.75663946843396 | Temperature: 28.875777470173915 | Evapotranspiration: 24.01562419418953 | Pumping_Rate: 94.50097871421409 | Land_Use: Natural
Month: 18 | Well_ID: 12 | Groundwater_Level: 13.241304698417402 | Precipitation: 45.81556252510944 | Temperature: 27.765200429261792 | Evapotranspiration: 20.334121090146848 | Pumping_Rate: 99.40616966437877 | Land_Use: Urban
Month: 19 | Well_ID: 12 | Groundwater_Level: 11.774059676544748 | Precipitation: 16.331236155581 | Temperature: 26.170122271765738 | Evapotranspiration: 29.31876574832047 | Pumping_Rate: 85.53059287191091 | Land_Use: Agricultural
Month: 20 | Well_ID: 12 | Groundwater_Level: 12.612427442366316 | Precipitation: 33.88259867007623 | Temperature: 23.757356909627752 | Evapotranspiration: 33.63970630852738 | Pumping_Rate: 132.96950072325893 | Land_Use: Natural
Month: 21 | Well_ID: 12 | Groundwater_Level: 11.678794651290461 | Precipitation: 69.29703266194915 | Temperature: 31.00265829236936 | Evapotranspiration: 50.93197932209945 | Pumping_Rate: 158.79511764234024 | Land_Use: Agricultural
Month: 22 | Well_ID: 12 | Groundwater_Level: 8.141846124521576 | Precipitation: 82.31165647096464 | Temperature: 25.701799349240236 | Evapotranspiration: 14.881165804367864 | Pumping_Rate: 113.51839148294165 | Land_Use: Agricultural
Month: 23 | Well_ID: 12 | Groundwater_Level: 9.512632456841773 | Precipitation: 25.31302256240156 | Temperature: 15.164651482064237 | Evapotranspiration: 41.59381043300522 | Pumping_Rate: 102.48318711356278 | Land_Use: Natural
Month: 24 | Well_ID: 12 | Groundwater_Level: 11.698247184146918 | Precipitation: 38.15071481694211 | Temperature: 19.414067691464986 | Evapotranspiration: 39.73101561015072 | Pumping_Rate: 101.10348499522705 | Land_Use: Natural
Month: 25 | Well_ID: 12 | Groundwater_Level: 8.428073892711758 | Precipitation: 49.47188486082146 | Temperature: 24.070771239036265 | Evapotranspiration: 22.209072606232994 | Pumping_Rate: 28.470796336427632 | Land_Use: Agricultural
